material_id,date,inventory_quantity,plant_id,country
8800865,2024-08-01,2028.1485258691193,44005281,Bangladesh
8800867,2022-07-01,291.2632235630101,44005281,Bangladesh
8800864,2020-12-01,5134.8340050406205,44005280,India
8800865,2023-11-01,11964.546896140659,44005283,Turkey
8800871,2020-04-01,12213.385242491782,44005281,Bangladesh
8800865,2024-02-01,2631.0557681363643,44005281,Turkey
8800867,2020-07-01,264.70360592611524,44005284,Turkey
8800870,2024-03-01,4062.377065097829,44005283,India
8800862,2024-03-01,6993.207160531635,44005282,India
8800869,2022-02-01,1035.7111486509093,44005284,Pakistan
8800869,2024-02-01,1253.383779622093,44005287,Pakistan
8800866,2020-04-01,7633.732455081315,44005280,Turkey
8800863,2020-10-01,4116.317924918956,44005282,India
8800869,2024-09-01,7041.786875414358,44005289,Pakistan
8800868,2022-05-01,30259.8787648039,44005280,Bangladesh
8800867,2023-07-01,352.2747450902293,44005284,Bangladesh
8800865,2023-03-01,14259.447855095053,44005280,Turkey
8800868,2022-03-01,40634.04164944633,44005280,Turkey
8800866,2020-06-01,1460.2037413830196,44005287,Pakistan
8800862,2022-09-01,6024.4059309562435,44005282,India
8800865,2021-09-01,11245.26122647315,44005283,India
8800868,2020-10-01,37240.15903505004,44005282,India
8800870,2022-04-01,4709.986064364338,44005281,Turkey
8800871,2021-03-01,14265.120991913269,44005280,India
8800867,2023-06-01,263.04945310777305,44005280,Turkey
8800864,2023-02-01,4172.226666256329,44005282,Bangladesh
8800864,2021-04-01,33319.03808976197,44005280,Bangladesh
8800862,2022-08-01,1541.3642472886652,44005282,Pakistan
8800863,2024-02-01,730.778329719539,44005284,Pakistan
8800866,2023-03-01,10089.15678669099,44005283,Pakistan
8800870,2022-10-01,2928.364188720842,44005282,India
8800868,2023-10-01,25916.138806637253,44005289,Bangladesh
8800871,2024-11-01,11666.933077961789,44005288,Pakistan
8800866,2021-05-01,8035.439572887163,44005289,Bangladesh
8800864,2020-06-01,5165.543343070713,44005285,Pakistan
8800863,2023-09-01,3904.112588353285,44005281,Pakistan
8800871,2024-03-01,13024.493963103356,44005280,India
8800862,2022-02-01,1492.4818822973064,44005284,India
8800865,2022-09-01,14376.918578602244,44005289,Bangladesh
8800869,2020-10-01,6790.536729885438,44005280,Pakistan
8800867,2021-03-01,1577.0860056433708,44005283,Bangladesh
8800864,2021-07-01,5220.211444268873,44005282,India
8800865,2020-11-01,15181.061719114428,44005287,Pakistan
8800862,2022-08-01,1176.290503389398,44005286,Bangladesh
8800871,2024-09-01,13070.855836557495,44005289,Bangladesh
8800865,2021-09-01,14757.379878551603,44005281,India
8800868,2024-05-01,33238.43692801085,44005287,Pakistan
8800867,2022-10-01,1485.8385626975887,44005280,Turkey
8800863,2020-10-01,3623.4175939092165,44005281,Bangladesh
8800866,2022-12-01,1329.739399839373,44005284,Pakistan
8800868,2021-12-01,6364.614953928217,44005285,Pakistan
8800865,2020-08-01,2960.394089665908,44005289,Pakistan
8800862,2021-02-01,1088.9365894565494,44005284,Turkey
8800865,2023-12-01,2349.283261946201,44005283,Turkey
8800869,2021-08-01,1203.9721760523926,44005289,Bangladesh
8800862,2024-12-01,1215.9314525279094,44005288,Pakistan
8800868,2024-02-01,4475.382653935485,44005284,Bangladesh
8800866,2024-01-01,1335.4485539771322,44005286,Bangladesh
8800871,2022-02-01,2245.4402972262524,44005289,Pakistan
8800867,2020-07-01,261.18896782014843,44005280,Pakistan
8800867,2020-04-01,1447.7825056643753,44005283,Turkey
8800863,2020-05-01,3337.969703516658,44005282,Turkey
8800863,2022-08-01,632.7947073646832,44005284,Turkey
8800871,2021-06-01,2635.0163881810904,44005285,Bangladesh
8800864,2020-12-01,8553.880427693519,44005289,Bangladesh
8800871,2020-03-01,15712.841348231974,44005280,India
8800867,2021-10-01,1469.950913829246,44005286,Pakistan
8800864,2020-08-01,6452.326090036046,44005284,India
8800862,2021-06-01,1377.670646003637,44005283,India
8800864,2024-06-01,6577.170072224483,44005282,Pakistan
8800862,2022-03-01,7299.488498355769,44005283,India
8800868,2020-03-01,33630.40232429971,44005287,Bangladesh
8800864,2021-11-01,36304.14070741546,44005280,India
8800869,2024-12-01,755.5288724600878,44005285,Bangladesh
8800865,2023-12-01,1826.5333380252807,44005280,Bangladesh
8800870,2022-06-01,826.0423904968961,44005282,India
8800869,2020-04-01,6202.592261646133,44005281,Turkey
8800865,2024-10-01,9635.443572543507,44005280,Bangladesh
8800864,2021-09-01,31106.347452122347,44005280,India
8800863,2020-02-01,438.8773951930409,44005281,Pakistan
8800869,2023-07-01,1007.2678087316999,44005288,Pakistan
8800867,2023-07-01,215.48235948017825,44005289,Pakistan
8800865,2024-10-01,11467.692288046776,44005282,Pakistan
8800868,2020-03-01,34267.37565920405,44005284,Pakistan
8800867,2023-06-01,329.71474973133076,44005284,Pakistan
8800865,2024-10-01,16960.809745845843,44005284,Pakistan
8800871,2023-08-01,2210.9941394759503,44005283,Bangladesh
8800864,2024-08-01,5993.335506387749,44005285,Pakistan
8800867,2024-05-01,1426.7008403797493,44005284,India
8800862,2022-12-01,1307.6816370350448,44005285,Bangladesh
8800869,2022-12-01,1230.0380524515208,44005281,Turkey
8800864,2022-12-01,5024.748125475814,44005284,Pakistan
8800871,2024-08-01,2640.793561051663,44005280,Pakistan
8800868,2022-11-01,36619.65046163499,44005285,Pakistan
8800866,2020-09-01,6515.060804650007,44005286,Bangladesh
8800868,2023-05-01,32439.346693268864,44005280,Bangladesh
8800870,2021-03-01,3598.644081433732,44005285,Pakistan
8800863,2024-03-01,2326.3446987521816,44005281,Bangladesh
8800868,2022-08-01,6273.346937311554,44005283,India
8800867,2024-02-01,265.46183892042734,44005286,Pakistan
8800865,2022-06-01,2638.943848843078,44005289,Bangladesh
8800862,2020-01-01,1254.8678464861798,44005283,India
8800871,2024-03-01,12619.493598454905,44005289,Bangladesh
8800870,2023-01-01,533.5960280288036,44005288,Pakistan
8800865,2022-12-01,2280.9297030490507,44005280,Turkey
8800868,2024-11-01,34574.67580218209,44005283,Bangladesh
8800862,2023-05-01,6314.699749409053,44005282,Turkey
8800870,2022-06-01,754.9852512927108,44005289,Pakistan
8800863,2023-01-01,514.2582000130348,44005289,Pakistan
8800871,2024-08-01,2195.906115132816,44005282,India
8800865,2021-07-01,2011.9432159703767,44005283,Bangladesh
8800863,2022-01-01,683.7156190183613,44005280,Pakistan
8800863,2020-03-01,3709.60084625369,44005286,Pakistan
8800871,2022-07-01,2631.845536770695,44005286,Bangladesh
8800866,2020-11-01,6298.988205110105,44005281,Pakistan
8800862,2024-11-01,6902.716664362831,44005286,Bangladesh
8800865,2022-12-01,2774.9374656301907,44005284,Bangladesh
8800867,2024-07-01,304.479624302193,44005284,Pakistan
8800865,2023-10-01,11353.125260793937,44005281,Turkey
8800866,2021-06-01,1524.0150040417102,44005287,Pakistan
8800870,2022-12-01,561.2427369543757,44005285,Pakistan
8800871,2024-03-01,12062.507947689262,44005282,Bangladesh
8800870,2022-10-01,3266.04418448653,44005285,Bangladesh
8800867,2020-12-01,324.0658181023729,44005282,Bangladesh
8800863,2023-08-01,579.6208092511517,44005282,Turkey
8800866,2023-10-01,6149.843081285019,44005284,India
8800869,2022-03-01,8246.195729906842,44005282,India
8800864,2020-11-01,37541.02851398562,44005281,Turkey
8800863,2022-02-01,447.22026730744386,44005288,Bangladesh
8800866,2020-10-01,6128.102823648849,44005284,Bangladesh
8800867,2022-02-01,303.1045354893239,44005286,Pakistan
8800867,2020-02-01,367.07834943409165,44005283,Bangladesh
8800867,2020-02-01,380.0438303647009,44005283,Pakistan
8800871,2022-02-01,2293.9670494500547,44005285,Pakistan
8800867,2022-05-01,1899.7072613193664,44005286,Bangladesh
8800866,2021-10-01,6153.768895704164,44005283,Pakistan
8800870,2021-08-01,536.4250101648337,44005282,Pakistan
8800869,2024-05-01,7812.000380505257,44005281,Pakistan
8800865,2021-10-01,13158.570811720752,44005282,India
8800866,2022-07-01,787.4962476389948,44005289,Pakistan
8800868,2021-10-01,38583.95720946251,44005284,Pakistan
8800868,2020-02-01,5944.824396534675,44005280,Pakistan
8800867,2021-11-01,1526.3629449273058,44005289,Pakistan
8800868,2024-06-01,6597.447411221455,44005280,Bangladesh
8800866,2020-01-01,1042.2887305491324,44005282,India
8800866,2021-03-01,7651.904294791411,44005285,Pakistan
8800864,2024-05-01,23815.35705020134,44005284,India
8800871,2022-07-01,2195.3544106176887,44005283,Pakistan
8800871,2023-05-01,13255.56371455129,44005284,Pakistan
8800868,2022-05-01,30709.221654791116,44005284,Turkey
8800865,2023-07-01,2503.24548683333,44005282,Bangladesh
8800865,2020-11-01,14038.749609440521,44005282,Bangladesh
8800863,2024-09-01,2898.3426615735234,44005283,India
8800866,2022-09-01,6654.241706798846,44005280,Turkey
8800865,2023-05-01,12067.832617124512,44005281,Turkey
8800871,2023-03-01,17454.935698759742,44005286,Pakistan
8800871,2020-03-01,12291.364548975753,44005283,India
8800864,2021-05-01,30407.96815635963,44005283,Pakistan
8800862,2022-08-01,1285.009535576814,44005283,Bangladesh
8800871,2024-02-01,2301.7393043233715,44005283,Bangladesh
8800862,2023-02-01,1110.3713716799707,44005286,Pakistan
8800870,2021-11-01,2979.039133772156,44005289,Bangladesh
8800866,2021-03-01,6995.773933319436,44005280,Bangladesh
8800866,2022-09-01,8182.135164725076,44005281,Bangladesh
8800863,2022-05-01,2775.756209344329,44005284,Turkey
8800870,2020-04-01,3206.641508662525,44005282,Pakistan
8800871,2022-12-01,2846.419867528096,44005284,Pakistan
8800863,2020-11-01,4253.96105388419,44005283,Turkey
8800866,2020-10-01,8386.578912028039,44005282,India
8800869,2022-12-01,1049.5465375909453,44005284,Turkey
8800866,2021-08-01,918.8528858385173,44005289,Bangladesh
8800862,2023-10-01,6133.267533667972,44005281,Pakistan
8800871,2023-09-01,7520.450221080421,44005289,Bangladesh
8800866,2021-08-01,1057.5851634366732,44005282,Bangladesh
8800865,2021-02-01,1703.699319742258,44005281,Turkey
8800869,2021-03-01,8861.8350777187,44005284,Pakistan
8800866,2021-02-01,926.4490573611985,44005285,Bangladesh
8800869,2020-05-01,8676.194803200011,44005283,India
8800869,2023-02-01,1397.1054854478587,44005289,Bangladesh
8800866,2020-07-01,1243.9478620803598,44005284,Turkey
8800868,2023-06-01,6366.007900277278,44005284,Turkey
8800867,2024-05-01,1605.3998292937645,44005287,Pakistan
8800868,2022-06-01,5145.1272803597085,44005282,Pakistan
8800863,2021-02-01,538.235551486126,44005280,India
8800864,2020-02-01,5820.750889660637,44005280,Pakistan
8800871,2024-02-01,2306.069150939509,44005280,India
8800865,2024-11-01,13529.22213322136,44005281,India
8800866,2023-10-01,5702.1314555704685,44005282,Bangladesh
8800869,2024-06-01,1120.3742365186838,44005280,India
8800865,2020-07-01,2385.4483782864386,44005284,India
8800862,2023-08-01,1225.583383992961,44005280,Pakistan
8800866,2020-02-01,1140.2674216260843,44005286,Bangladesh
8800869,2024-05-01,9857.685181617058,44005289,Pakistan
8800871,2022-09-01,15576.504451703702,44005282,Pakistan
8800867,2023-11-01,1623.6151887263347,44005287,Bangladesh
8800868,2022-04-01,31843.942190698832,44005289,Pakistan
8800871,2022-02-01,2163.3092651802754,44005283,Turkey
8800868,2024-09-01,40147.48479350319,44005284,India
8800869,2022-07-01,876.8482533764995,44005280,Pakistan
8800864,2023-12-01,4731.902369780519,44005286,Bangladesh
8800864,2022-03-01,33748.73219692384,44005287,Pakistan
8800869,2022-06-01,812.5898826259772,44005289,Pakistan
8800871,2023-08-01,2471.1198926839884,44005280,Bangladesh
8800867,2022-04-01,2308.487030956341,44005283,Turkey
8800864,2024-02-01,4707.825637659043,44005283,India
8800866,2023-10-01,6314.33905148144,44005280,Pakistan
8800865,2021-12-01,1925.914483294552,44005284,Turkey
8800867,2021-11-01,1927.1949755080086,44005280,India
8800870,2020-06-01,552.8889803271801,44005289,Pakistan
8800866,2022-08-01,1153.1795063121488,44005288,Bangladesh
8800868,2022-03-01,32457.603204227526,44005281,India
8800870,2024-01-01,717.5809682669196,44005283,Bangladesh
8800862,2024-04-01,7255.913401452985,44005281,India
8800869,2024-05-01,7527.548403932524,44005280,Bangladesh
8800867,2021-09-01,1298.5647613096733,44005287,Pakistan
8800864,2020-06-01,4374.020590168219,44005284,Bangladesh
8800864,2022-05-01,38131.14175691195,44005282,India
8800863,2024-06-01,655.0836744330793,44005281,Bangladesh
8800870,2020-09-01,3807.5301813929923,44005282,Pakistan
8800866,2024-01-01,1206.8586960058647,44005283,Pakistan
8800863,2021-04-01,3163.296085991625,44005282,Pakistan
8800867,2021-04-01,1546.6983964205037,44005285,Bangladesh
8800866,2021-08-01,1007.558282203715,44005282,India
8800868,2023-05-01,34706.42220005217,44005286,Pakistan
8800868,2024-10-01,37961.731884682275,44005289,Pakistan
8800869,2024-01-01,1365.8309773933886,44005288,Pakistan
8800863,2021-11-01,4259.445912486396,44005281,Turkey
8800870,2024-07-01,762.2990336998575,44005284,Pakistan
8800868,2021-10-01,41839.824284974246,44005283,Bangladesh
8800871,2023-12-01,2366.457833513675,44005280,Turkey
8800862,2024-08-01,1353.613903899184,44005286,Bangladesh
8800867,2024-12-01,221.0194811179653,44005281,Turkey
8800869,2024-04-01,8509.262634163872,44005281,India
8800862,2020-11-01,4943.594220555083,44005286,Pakistan
8800866,2023-03-01,8589.538494124685,44005280,Bangladesh
8800871,2021-05-01,13487.839971343066,44005283,Bangladesh
8800864,2024-07-01,7211.348706454088,44005284,India
8800862,2024-10-01,8260.459198411692,44005284,India
8800870,2024-03-01,3523.700355688041,44005287,Bangladesh
8800871,2023-09-01,14510.670634942135,44005287,Pakistan
8800871,2020-01-01,1776.2532663708582,44005286,Bangladesh
8800870,2023-03-01,3401.4860725077137,44005280,India
8800871,2020-11-01,13220.188690355202,44005284,Bangladesh
8800871,2022-07-01,1944.5615051751222,44005284,India
8800870,2024-06-01,413.09812197451953,44005282,Pakistan
8800864,2024-04-01,30339.028044067152,44005284,India
8800869,2021-01-01,1405.7505561078967,44005288,Bangladesh
8800865,2022-05-01,15214.132748815524,44005284,Pakistan
8800866,2020-01-01,1372.0386276074748,44005286,Pakistan
8800866,2022-06-01,1603.3739697264357,44005285,Bangladesh
8800865,2020-09-01,15844.226814396829,44005284,India
8800864,2022-08-01,5413.855578300106,44005282,India
8800863,2023-02-01,589.9912635839542,44005285,Pakistan
8800869,2022-09-01,6275.927511337025,44005285,Bangladesh
8800863,2024-09-01,4518.329335043796,44005289,Pakistan
8800869,2021-11-01,5911.679668120394,44005283,Pakistan
8800869,2020-12-01,1096.229490171148,44005281,Bangladesh
8800866,2023-07-01,1499.0566783947634,44005282,India
8800869,2022-09-01,6987.83775029127,44005286,Bangladesh
8800867,2024-05-01,1654.1011684704551,44005287,Bangladesh
8800863,2022-01-01,683.6941458664921,44005282,Pakistan
8800864,2023-06-01,6134.4816514214,44005284,Pakistan
8800862,2023-12-01,904.1634219730727,44005284,Pakistan
8800863,2021-12-01,602.6243713400044,44005286,Bangladesh
8800862,2020-05-01,5460.07183813465,44005281,Turkey
8800864,2020-05-01,29606.297087230516,44005281,Bangladesh
8800863,2021-12-01,449.7030743675708,44005282,Pakistan
8800867,2022-05-01,1665.1287181061257,44005282,India
8800866,2023-05-01,7867.676681804067,44005281,Bangladesh
8800867,2024-02-01,356.0484404704912,44005284,India
8800871,2021-06-01,2208.4162547746164,44005282,Bangladesh
8800867,2022-10-01,1229.77702178187,44005280,Pakistan
8800865,2022-06-01,1847.7906178914257,44005289,Pakistan
8800862,2023-09-01,8871.526604537125,44005287,Bangladesh
8800869,2023-03-01,6448.218490359947,44005287,Pakistan
8800867,2020-05-01,1537.7762206857924,44005280,Turkey
8800862,2024-09-01,7160.559032191225,44005283,Turkey
8800867,2022-12-01,259.6730035377252,44005287,Pakistan
8800863,2022-02-01,669.570881133006,44005280,Turkey
8800864,2021-06-01,5823.153180956776,44005283,Turkey
8800862,2020-11-01,8586.635397207247,44005287,Bangladesh
8800866,2020-09-01,6423.687718052588,44005287,Bangladesh
8800862,2024-07-01,1282.1377894270486,44005282,Pakistan
8800869,2021-10-01,7955.312969910746,44005280,Bangladesh
8800864,2020-02-01,7691.023523276501,44005283,Pakistan
8800870,2021-05-01,3436.751461564055,44005289,Pakistan
8800867,2024-04-01,1549.07140199414,44005286,Bangladesh
8800870,2020-09-01,2275.400925787734,44005280,India
8800864,2024-07-01,5295.415847635576,44005284,Pakistan
8800864,2020-07-01,5393.905519681173,44005281,Pakistan
8800864,2022-07-01,7365.047671521652,44005280,Turkey
8800862,2023-04-01,5839.508739463548,44005287,Bangladesh
8800871,2023-12-01,2248.695698786986,44005283,Turkey
8800871,2020-06-01,2533.6829800937558,44005280,Bangladesh
8800865,2024-11-01,15317.241254264629,44005282,India
8800865,2021-06-01,2020.9454803573246,44005288,Pakistan
8800867,2024-08-01,220.54756088330822,44005282,Bangladesh
8800868,2020-12-01,6506.42229024717,44005285,Pakistan
8800866,2024-06-01,1481.4244254121825,44005281,Turkey
8800868,2024-10-01,47457.91652858442,44005281,Bangladesh
8800867,2022-07-01,336.09871365137235,44005280,India
8800863,2021-02-01,554.2336815545495,44005280,Pakistan
8800867,2021-07-01,320.37397062556744,44005280,India
8800867,2021-07-01,380.3967695384632,44005281,Turkey
8800863,2020-02-01,698.8355806288655,44005282,India
8800871,2024-09-01,13802.11194256184,44005288,Bangladesh
8800867,2020-11-01,1734.1441372551074,44005281,India
8800871,2023-12-01,1971.0710822256613,44005288,Pakistan
8800867,2021-09-01,2032.0949134464638,44005281,Turkey
8800865,2020-10-01,17123.856682878282,44005284,Pakistan
8800866,2020-11-01,6112.156336205799,44005282,Turkey
8800867,2023-12-01,234.98560050895472,44005282,Bangladesh
8800866,2022-10-01,6289.255592357777,44005283,India
8800866,2020-05-01,6996.425591621267,44005289,Bangladesh
8800870,2024-11-01,2339.3021058182667,44005280,Pakistan
8800867,2023-12-01,301.44225948096704,44005281,Turkey
8800871,2020-04-01,15085.503757471346,44005282,Pakistan
8800870,2022-06-01,682.6365322772384,44005283,India
8800871,2022-11-01,10666.933103894266,44005280,India
8800862,2023-11-01,6802.560090328139,44005280,Turkey
8800863,2022-02-01,493.0260671516952,44005287,Bangladesh
8800862,2024-07-01,1231.073915387615,44005286,Pakistan
8800862,2024-03-01,6934.120486644327,44005287,Pakistan
8800869,2022-01-01,1207.9635141351287,44005288,Bangladesh
8800864,2020-10-01,28269.82082747563,44005283,Bangladesh
8800870,2021-01-01,695.0326248476115,44005287,Bangladesh
8800862,2023-02-01,1369.489696820971,44005287,Bangladesh
8800865,2020-05-01,14273.831536768863,44005284,Pakistan
8800866,2021-09-01,5955.715076010593,44005281,Bangladesh
8800866,2022-04-01,5502.414878379722,44005289,Bangladesh
8800868,2024-08-01,6401.169908043956,44005280,Pakistan
8800869,2024-08-01,1654.7346090045987,44005285,Bangladesh
8800863,2021-04-01,4090.2015276042316,44005288,Bangladesh
8800870,2020-11-01,3279.909387914211,44005287,Bangladesh
8800867,2024-05-01,1681.4313619566049,44005283,Pakistan
8800870,2020-12-01,706.8258925931975,44005284,Turkey
8800868,2021-04-01,33201.5578834386,44005282,Pakistan
8800868,2024-01-01,6480.487752277251,44005285,Bangladesh
8800869,2023-08-01,1353.1980477343218,44005284,India
8800868,2021-02-01,4124.808903247827,44005284,India
8800869,2022-10-01,7322.047222370708,44005283,Pakistan
8800863,2020-09-01,3097.1709907120753,44005282,Turkey
8800868,2020-04-01,47601.81319972217,44005287,Pakistan
8800862,2023-07-01,1285.8206232272414,44005282,Bangladesh
8800865,2021-03-01,18428.897066458107,44005280,Bangladesh
8800865,2024-11-01,17092.835874511868,44005285,Bangladesh
8800864,2020-05-01,41747.30003298021,44005284,Bangladesh
8800868,2022-11-01,32017.3282555437,44005281,India
8800866,2022-04-01,5759.617300964682,44005286,Bangladesh
